x,y
./points/q/16-1517154352-0208.csv,16
./points/d/3-1517154420-0607.csv,3
./points/z/25-1517154501-0330.csv,25
./points/i/8-1517154437-0084.csv,8
./points/p/15-1517154151-0355.csv,15
./points/i/8-1517154681-0103.csv,8
./points/o/14-1517153984-0596.csv,14
./points/b/1-1517154415-0813.csv,1
./points/o/14-1517154788-0102.csv,14
./points/l/11-1517154444-0254.csv,11
./points/z/25-1517155069-0010.csv,25
./points/n/13-1517154451-0018.csv,13
./points/b/1-1517154311-0311.csv,1
./points/w/22-1517154719-0487.csv,22
./points/y/24-1517154922-0477.csv,24
./points/w/22-1517154487-0274.csv,22
./points/a/0-1517154217-0326.csv,0
./points/d/3-1517154757-0317.csv,3
./points/a/0-1517154747-0710.csv,0
./points/g/6-1517154675-0946.csv,6
./points/k/10-1517154686-0108.csv,10
./points/c/2-1517154948-0793.csv,2
./points/w/22-1517154015-0792.csv,22
./points/i/8-1517154115-0097.csv,8
./points/f/5-1517154098-0332.csv,5
./points/w/22-1517154181-0455.csv,22
./points/i/8-1517154562-0359.csv,8
./points/z/25-1517154193-0325.csv,25
./points/c/2-1517154222-0947.csv,2
./points/x/23-1517154494-0093.csv,23
./points/v/21-1517154010-0070.csv,21
./points/k/10-1517154686-0894.csv,10
./points/z/25-1517155069-0869.csv,25
./points/o/14-1517153984-0900.csv,14
./points/l/11-1517153971-1039.csv,11
./points/q/16-1517154352-0018.csv,16
./points/s/18-1517154603-1040.csv,18
./points/q/16-1517154264-0670.csv,16
./points/v/21-1517155029-1004.csv,21
./points/q/16-1517154597-0305.csv,16
./points/l/11-1517154249-0022.csv,11
./points/j/9-1517154118-0925.csv,9
./points/s/18-1517154800-0956.csv,18
./points/s/18-1517154162-0795.csv,18
./points/c/2-1517154222-0110.csv,2
./points/g/6-1517154324-0496.csv,6
./points/l/11-1517154129-0296.csv,11
./points/q/16-1517154264-0418.csv,16
./points/e/4-1517154422-0396.csv,4
./points/w/22-1517154282-0883.csv,22
./points/m/12-1517154574-0549.csv,12
./points/k/10-1517154246-0998.csv,10
./points/z/25-1517154294-0359.csv,25
./points/c/2-1517154754-0996.csv,2
./points/c/2-1517153933-0592.csv,2
./points/p/15-1517154589-1014.csv,15
./points/s/18-1517154708-0862.csv,18
./points/y/24-1517155066-0561.csv,24
./points/a/0-1517154308-0798.csv,0
./points/c/2-1517154083-0042.csv,2
./points/r/17-1517154473-0848.csv,17
./points/a/0-1517153926-0123.csv,0
./points/c/2-1517154754-0908.csv,2
./points/g/6-1517154102-0143.csv,6
./points/t/19-1517154273-0637.csv,19
./points/g/6-1517154102-0856.csv,6
./points/n/13-1517154343-0294.csv,13
./points/r/17-1517154473-0796.csv,17
./points/m/12-1517154447-0185.csv,12
./points/z/25-1517154821-0958.csv,25
./points/c/2-1517153933-0475.csv,2
./points/y/24-1517154632-0612.csv,24
./points/x/23-1517155062-0077.csv,23
./points/q/16-1517153993-0754.csv,16
./points/k/10-1517154442-0278.csv,10
./points/v/21-1517154365-0492.csv,21
./points/l/11-1517154873-1037.csv,11
./points/a/0-1517154841-0886.csv,0
./points/o/14-1517153984-0222.csv,14
./points/u/20-1517154613-0689.csv,20
./points/f/5-1517154672-1034.csv,5
./points/k/10-1517154568-0663.csv,10
./points/i/8-1517154240-0071.csv,8
./points/n/13-1517154451-0323.csv,13
./points/m/12-1517154340-0572.csv,12
./points/m/12-1517154252-0906.csv,12
./points/m/12-1517154252-0940.csv,12
./points/f/5-1517154321-0801.csv,5
./points/j/9-1517154683-0887.csv,9
./points/o/14-1517154346-0890.csv,14
./points/i/8-1517154437-0126.csv,8
./points/e/4-1517154854-0199.csv,4
./points/v/21-1517154905-0187.csv,21
./points/l/11-1517154337-0148.csv,11
./points/i/8-1517154115-0501.csv,8
./points/t/19-1517154611-0511.csv,19
./points/a/0-1517154074-0800.csv,0
./points/i/8-1517154562-0443.csv,8
./points/g/6-1517153949-0702.csv,6
./points/t/19-1517154803-0215.csv,19
./points/z/25-1517154635-0790.csv,25
./points/r/17-1517154267-0840.csv,17
./points/t/19-1517154171-0664.csv,19
./points/c/2-1517154417-0842.csv,2
./points/w/22-1517154912-0387.csv,22
./points/e/4-1517154977-0000.csv,4
./points/b/1-1517154751-0598.csv,1
./points/x/23-1517154286-0271.csv,23
./points/m/12-1517154574-0476.csv,12
./points/v/21-1517154010-0649.csv,21
./points/v/21-1517154905-0882.csv,21
./points/s/18-1517154357-0619.csv,18
./points/z/25-1517154728-0655.csv,25
./points/c/2-1517154948-0441.csv,2
./points/q/16-1517154891-0879.csv,16
./points/c/2-1517154754-0098.csv,2
./points/u/20-1517154363-0787.csv,20
./points/v/21-1517154905-0997.csv,21
./points/n/13-1517154343-0150.csv,13
./points/c/2-1517154083-1023.csv,2
./points/h/7-1517154435-0100.csv,7
./points/o/14-1517154346-0942.csv,14
./points/m/12-1517155001-0176.csv,12
./points/c/2-1517154654-0121.csv,2
./points/n/13-1517154451-1021.csv,13
./points/a/0-1517154217-0443.csv,0
./points/j/9-1517154564-0127.csv,9
./points/p/15-1517154261-0423.csv,15
./points/b/1-1517154751-0998.csv,1
./points/o/14-1517154885-0950.csv,14
./points/o/14-1517154346-0748.csv,14
./points/q/16-1517154597-0294.csv,16
./points/q/16-1517154352-0365.csv,16
./points/j/9-1517154867-0513.csv,9
./points/f/5-1517154428-0982.csv,5
./points/x/23-1517154814-0327.csv,23
./points/w/22-1517154912-0573.csv,22
./points/r/17-1517154354-0757.csv,17
./points/q/16-1517154891-0363.csv,16
./points/p/15-1517154700-0477.csv,15
./points/q/16-1517153993-0847.csv,16
./points/t/19-1517154803-0826.csv,19
./points/o/14-1517154788-0008.csv,14
./points/a/0-1517153926-0501.csv,0
./points/t/19-1517154171-0011.csv,19
./points/d/3-1517154666-0804.csv,3
./points/f/5-1517154428-0931.csv,5
./points/g/6-1517154233-0167.csv,6
./points/v/21-1517154177-0137.csv,21
./points/j/9-1517154332-0089.csv,9
./points/v/21-1517154177-0392.csv,21
./points/o/14-1517154788-0152.csv,14
./points/j/9-1517154564-0518.csv,9
./points/w/22-1517154912-0460.csv,22
./points/n/13-1517154786-0242.csv,13
./points/o/14-1517154146-0882.csv,14
./points/i/8-1517153958-0893.csv,8
./points/p/15-1517154349-0109.csv,15
./points/x/23-1517154627-0856.csv,23
./points/j/9-1517154564-0261.csv,9
./points/m/12-1517154138-0879.csv,12
./points/w/22-1517154912-0533.csv,22
./points/j/9-1517154774-0293.csv,9
./points/g/6-1517154983-0773.csv,6
./points/l/11-1517154873-0229.csv,11
./points/j/9-1517154118-0396.csv,9
./points/d/3-1517154535-0241.csv,3
./points/o/14-1517154146-0202.csv,14
./points/h/7-1517154112-0899.csv,7
./points/n/13-1517154451-0917.csv,13
./points/l/11-1517154444-0492.csv,11
./points/t/19-1517154359-0341.csv,19
./points/z/25-1517154193-0783.csv,25
./points/p/15-1517154151-0933.csv,15
./points/q/16-1517154703-0942.csv,16
./points/p/15-1517154888-0050.csv,15
./points/n/13-1517154255-0372.csv,13
./points/h/7-1517154863-0388.csv,7
./points/t/19-1517154803-0863.csv,19
./points/t/19-1517154899-0056.csv,19
./points/p/15-1517154261-0243.csv,15
./points/i/8-1517154771-0489.csv,8
./points/v/21-1517155029-0064.csv,21
./points/q/16-1517154703-0379.csv,16
./points/k/10-1517154870-0075.csv,10
./points/a/0-1517153926-0345.csv,0
./points/j/9-1517154332-0011.csv,9
./points/c/2-1517154846-0966.csv,2
./points/f/5-1517154856-0037.csv,5
./points/v/21-1517154905-0824.csv,21
./points/c/2-1517154526-0408.csv,2
./points/t/19-1517154003-0037.csv,19
./points/m/12-1517154691-0248.csv,12
./points/q/16-1517154264-0212.csv,16
./points/u/20-1517154275-0220.csv,20
./points/f/5-1517154543-0788.csv,5
./points/j/9-1517154992-0716.csv,9
./points/n/13-1517154881-0666.csv,13
./points/f/5-1517154230-0632.csv,5
./points/q/16-1517154264-0016.csv,16
./points/w/22-1517154368-0643.csv,22
./points/s/18-1517154162-0628.csv,18
./points/g/6-1517154233-0580.csv,6
./points/h/7-1517154679-0287.csv,7
./points/l/11-1517154780-0837.csv,11
./points/n/13-1517155004-0023.csv,13
./points/h/7-1517154987-0187.csv,7
./points/n/13-1517154786-0494.csv,13
./points/q/16-1517154465-0329.csv,16
./points/t/19-1517154711-0024.csv,19
./points/i/8-1517154562-1008.csv,8
./points/g/6-1517154556-0619.csv,6
./points/u/20-1517154480-0314.csv,20
./points/y/24-1517154818-0825.csv,24
./points/d/3-1517154969-0926.csv,3
./points/m/12-1517154138-0408.csv,12
./points/b/1-1517154311-0593.csv,1
./points/y/24-1517154027-0920.csv,24
./points/p/15-1517153988-0486.csv,15
./points/h/7-1517154679-0841.csv,7
./points/t/19-1517154711-0526.csv,19
./points/y/24-1517154027-0404.csv,24
./points/l/11-1517154337-0154.csv,11
./points/r/17-1517155016-1034.csv,17
./points/t/19-1517154171-0465.csv,19
./points/z/25-1517154821-0109.csv,25
./points/b/1-1517154080-1053.csv,1
./points/u/20-1517154275-0358.csv,20
./points/j/9-1517154683-0747.csv,9
./points/o/14-1517155008-0542.csv,14
./points/b/1-1517154947-0943.csv,1
./points/f/5-1517154762-0718.csv,5
./points/o/14-1517155008-0141.csv,14
./points/b/1-1517154524-0160.csv,1
./points/h/7-1517154112-0606.csv,7
./points/s/18-1517154800-1023.csv,18
./points/k/10-1517154568-0948.csv,10
./points/e/4-1517154422-0767.csv,4
./points/f/5-1517154980-0742.csv,5
./points/d/3-1517154225-0003.csv,3
./points/s/18-1517154603-0125.csv,18
./points/d/3-1517154420-0172.csv,3
./points/l/11-1517154873-0801.csv,11
./points/o/14-1517154582-0735.csv,14
./points/u/20-1517154480-0430.csv,20
./points/x/23-1517154915-0639.csv,23
./points/o/14-1517154582-0668.csv,14
./points/y/24-1517155066-0056.csv,24
./points/n/13-1517154694-1020.csv,13
./points/v/21-1517154365-0476.csv,21
./points/u/20-1517155027-0437.csv,20
./points/i/8-1517154437-0541.csv,8
./points/x/23-1517154286-0961.csv,23
./points/p/15-1517154700-0028.csv,15
./points/t/19-1517154478-0750.csv,19
./points/m/12-1517154447-0749.csv,12
./points/b/1-1517154415-0947.csv,1
./points/r/17-1517154797-0494.csv,17
./points/p/15-1517154888-0614.csv,15
./points/l/11-1517154571-0920.csv,11
./points/i/8-1517154562-0167.csv,8
./points/z/25-1517154728-0833.csv,25
./points/k/10-1517154335-0463.csv,10
./points/d/3-1517154850-0577.csv,3
./points/q/16-1517154795-0891.csv,16
./points/x/23-1517155062-0019.csv,23
./points/m/12-1517154138-0139.csv,12
./points/o/14-1517155008-0562.csv,14
./points/q/16-1517154264-0506.csv,16
./points/g/6-1517154983-0701.csv,6
./points/x/23-1517155062-0089.csv,23
./points/h/7-1517154238-0759.csv,7
./points/n/13-1517154451-0982.csv,13
./points/o/14-1517154346-0888.csv,14
./points/o/14-1517154885-0914.csv,14
./points/j/9-1517154118-0483.csv,9
./points/f/5-1517154762-0337.csv,5
./points/x/23-1517154186-0126.csv,23
./points/x/23-1517154627-0010.csv,23
./points/y/24-1517154922-0379.csv,24
./points/s/18-1517154162-0863.csv,18
./points/n/13-1517154579-0276.csv,13
./points/x/23-1517154186-0425.csv,23
./points/p/15-1517154700-1004.csv,15
./points/o/14-1517154258-0052.csv,14
./points/g/6-1517154860-0826.csv,6
./points/y/24-1517155066-0929.csv,24
./points/u/20-1517154363-0313.csv,20
./points/g/6-1517154324-0271.csv,6
./points/c/2-1517154846-0696.csv,2
./points/s/18-1517154896-0463.csv,18
./points/h/7-1517154863-0977.csv,7
./points/g/6-1517154765-0890.csv,6
./points/e/4-1517154977-0916.csv,4
./points/a/0-1517154074-0516.csv,0
./points/k/10-1517154335-0502.csv,10
./points/g/6-1517154102-0166.csv,6
./points/y/24-1517154027-0698.csv,24
./points/w/22-1517154912-0461.csv,22
./points/b/1-1517154751-0904.csv,1
./points/d/3-1517154420-0976.csv,3
./points/g/6-1517154860-0294.csv,6
./points/j/9-1517154242-0600.csv,9
./points/u/20-1517155027-0756.csv,20
./points/j/9-1517154683-0262.csv,9
./points/c/2-1517154222-0607.csv,2
./points/j/9-1517153961-1031.csv,9
./points/d/3-1517153937-0893.csv,3
./points/c/2-1517154754-0724.csv,2
./points/d/3-1517154317-0197.csv,3
./points/z/25-1517154501-0556.csv,25
./points/x/23-1517154020-0016.csv,23
./points/h/7-1517154238-0439.csv,7
./points/v/21-1517155029-0598.csv,21
./points/u/20-1517154806-0392.csv,20
./points/p/15-1517154151-0018.csv,15
./points/k/10-1517154995-0993.csv,10
./points/b/1-1517154415-0514.csv,1
./points/p/15-1517154589-0299.csv,15
./points/a/0-1517154841-0462.csv,0
./points/w/22-1517154487-0561.csv,22
./points/r/17-1517154797-0613.csv,17
./points/g/6-1517154675-0470.csv,6
./points/r/17-1517154600-0277.csv,17
./points/e/4-1517153941-0903.csv,4
./points/z/25-1517154821-0657.csv,25
./points/w/22-1517154719-0524.csv,22
./points/h/7-1517154770-0898.csv,7
./points/w/22-1517154912-0430.csv,22
./points/s/18-1517154896-0721.csv,18
./points/j/9-1517154242-0919.csv,9
./points/q/16-1517154891-0804.csv,16
./points/p/15-1517154888-0336.csv,15
./points/k/10-1517154686-0360.csv,10
./points/y/24-1517155066-0241.csv,24
./points/a/0-1517154308-0831.csv,0
./points/r/17-1517154354-0534.csv,17
./points/h/7-1517154560-0365.csv,7
./points/v/21-1517154616-0129.csv,21
./points/x/23-1517154814-0156.csv,23
./points/i/8-1517154865-0848.csv,8
./points/i/8-1517154330-0042.csv,8
./points/d/3-1517154757-0040.csv,3
./points/k/10-1517154995-0880.csv,10
./points/e/4-1517153941-0387.csv,4
./points/x/23-1517154372-0465.csv,23
./points/y/24-1517154190-1053.csv,24
./points/t/19-1517154171-0726.csv,19
./points/p/15-1517154151-0658.csv,15
./points/c/2-1517154313-0008.csv,2
./points/t/19-1517154273-0994.csv,19
./points/u/20-1517154806-0918.csv,20
./points/j/9-1517154774-0633.csv,9
./points/w/22-1517154912-0273.csv,22
./points/e/4-1517154319-1051.csv,4
./points/o/14-1517154346-0477.csv,14
./points/w/22-1517155040-0251.csv,22
./points/x/23-1517154722-0863.csv,23
./points/e/4-1517154091-0913.csv,4
./points/n/13-1517154579-0955.csv,13
./points/u/20-1517154275-0619.csv,20
./points/t/19-1517154171-0848.csv,19
./points/h/7-1517154987-0618.csv,7
./points/v/21-1517154278-0114.csv,21
./points/c/2-1517154083-0034.csv,2
./points/g/6-1517154675-0275.csv,6
./points/n/13-1517154881-0262.csv,13
./points/w/22-1517154282-1002.csv,22
./points/w/22-1517154912-0559.csv,22
./points/a/0-1517154411-0745.csv,0
./points/l/11-1517154873-0397.csv,11
./points/p/15-1517154462-0606.csv,15
./points/c/2-1517154846-0886.csv,2
./points/v/21-1517155029-0006.csv,21
./points/x/23-1517154494-0152.csv,23
./points/t/19-1517154003-0176.csv,19
./points/i/8-1517154240-0346.csv,8
./points/w/22-1517154619-0553.csv,22
./points/p/15-1517154349-0534.csv,15
./points/f/5-1517154672-0699.csv,5
./points/h/7-1517154238-0653.csv,7
./points/c/2-1517153933-0789.csv,2
./points/z/25-1517154294-0950.csv,25
./points/a/0-1517154521-0265.csv,0
./points/n/13-1517153979-0934.csv,13
./points/p/15-1517154589-0092.csv,15
./points/h/7-1517154112-0806.csv,7
./points/l/11-1517154249-0635.csv,11
./points/v/21-1517154278-0470.csv,21
./points/e/4-1517154759-0179.csv,4
./points/g/6-1517154860-0845.csv,6
./points/r/17-1517154267-1054.csv,17
./points/i/8-1517154240-0652.csv,8
./points/l/11-1517154337-0575.csv,11
./points/v/21-1517154716-0657.csv,21
./points/b/1-1517154219-0585.csv,1
./points/a/0-1517154521-0578.csv,0
./points/c/2-1517154083-0954.csv,2
./points/j/9-1517154564-0491.csv,9
./points/d/3-1517153937-1025.csv,3
./points/j/9-1517153961-0773.csv,9
./points/j/9-1517154683-0986.csv,9
./points/h/7-1517154987-0619.csv,7
./points/l/11-1517154249-0005.csv,11
./points/a/0-1517154308-0006.csv,0
./points/b/1-1517154651-0953.csv,1
./points/s/18-1517154162-0822.csv,18
./points/z/25-1517155069-0667.csv,25
./points/y/24-1517154190-0514.csv,24
./points/y/24-1517154190-0438.csv,24
./points/p/15-1517154151-0111.csv,15
./points/a/0-1517154411-0611.csv,0
./points/k/10-1517154777-0444.csv,10
./points/p/15-1517155011-0118.csv,15
./points/e/4-1517154854-0112.csv,4
./points/g/6-1517154556-0523.csv,6
./points/a/0-1517154747-0558.csv,0
