x,y
./points/p/15-1517154700-0241.csv,15
./points/y/24-1517154290-0747.csv,24
./points/r/17-1517154797-0740.csv,17
./points/m/12-1517154252-0020.csv,12
./points/w/22-1517154282-0155.csv,22
./points/p/15-1517154888-0416.csv,15
./points/b/1-1517154651-0073.csv,1
./points/f/5-1517154672-0676.csv,5
./points/q/16-1517154352-0675.csv,16
./points/w/22-1517154719-1012.csv,22
./points/n/13-1517154881-0390.csv,13
./points/x/23-1517154020-0379.csv,23
./points/p/15-1517154700-1034.csv,15
./points/m/12-1517154447-0341.csv,12
./points/n/13-1517154881-0209.csv,13
./points/d/3-1517154087-0048.csv,3
./points/k/10-1517154995-0025.csv,10
./points/i/8-1517154562-0235.csv,8
./points/f/5-1517154098-0403.csv,5
./points/i/8-1517154437-0708.csv,8
./points/k/10-1517154995-0363.csv,10
./points/w/22-1517154368-0395.csv,22
./points/n/13-1517154579-0327.csv,13
./points/v/21-1517154010-0139.csv,21
./points/a/0-1517154747-0950.csv,0
./points/p/15-1517154589-0502.csv,15
./points/o/14-1517154346-0901.csv,14
./points/p/15-1517153988-0638.csv,15
./points/w/22-1517154719-0502.csv,22
./points/w/22-1517155040-0136.csv,22
./points/p/15-1517154888-0632.csv,15
./points/g/6-1517154431-0496.csv,6
./points/s/18-1517154896-0864.csv,18
./points/z/25-1517154635-0926.csv,25
./points/a/0-1517154521-0690.csv,0
./points/i/8-1517153958-0120.csv,8
./points/t/19-1517154359-0220.csv,19
./points/g/6-1517154765-0595.csv,6
./points/s/18-1517154708-0587.csv,18
./points/g/6-1517153949-0007.csv,6
./points/v/21-1517154716-0359.csv,21
./points/v/21-1517154808-0327.csv,21
./points/e/4-1517154319-0218.csv,4
./points/z/25-1517154294-0309.csv,25
./points/p/15-1517154700-0298.csv,15
./points/k/10-1517153967-0154.csv,10
./points/m/12-1517155001-0806.csv,12
./points/p/15-1517154700-0084.csv,15
./points/j/9-1517153961-0479.csv,9
./points/p/15-1517154349-0105.csv,15
./points/f/5-1517154428-0218.csv,5
./points/h/7-1517154328-0272.csv,7
./points/e/4-1517154669-0756.csv,4
./points/v/21-1517154010-0286.csv,21
./points/k/10-1517154246-0070.csv,10
./points/z/25-1517154193-0233.csv,25
./points/k/10-1517154568-1040.csv,10
./points/q/16-1517154795-0405.csv,16
./points/w/22-1517154719-0506.csv,22
./points/t/19-1517154803-0886.csv,19
./points/h/7-1517154987-0060.csv,7
./points/i/8-1517154240-1000.csv,8
./points/o/14-1517154696-0544.csv,14
./points/a/0-1517153926-0456.csv,0
./points/v/21-1517154905-0460.csv,21
./points/n/13-1517153979-0679.csv,13
./points/x/23-1517155062-0851.csv,23
./points/n/13-1517154343-0317.csv,13
./points/n/13-1517154694-0061.csv,13
./points/c/2-1517154526-1041.csv,2
./points/w/22-1517154811-0051.csv,22
./points/v/21-1517154010-0384.csv,21
./points/a/0-1517154649-0579.csv,0
./points/f/5-1517154230-0846.csv,5
./points/o/14-1517154346-0175.csv,14
./points/q/16-1517154891-0105.csv,16
./points/o/14-1517153984-1022.csv,14
./points/d/3-1517154087-0737.csv,3
./points/q/16-1517154891-0004.csv,16
./points/w/22-1517154619-0686.csv,22
./points/h/7-1517154112-0483.csv,7
./points/q/16-1517154891-0398.csv,16
./points/s/18-1517154708-0274.csv,18
./points/p/15-1517154462-0431.csv,15
./points/a/0-1517154747-0833.csv,0
./points/s/18-1517153999-0202.csv,18
./points/u/20-1517154806-0309.csv,20
./points/o/14-1517154696-0867.csv,14
./points/z/25-1517154193-0100.csv,25
./points/j/9-1517154439-0891.csv,9
./points/w/22-1517154487-0094.csv,22
./points/e/4-1517153941-0656.csv,4
./points/j/9-1517154867-0058.csv,9
./points/y/24-1517154379-0890.csv,24
./points/h/7-1517154112-0820.csv,7
./points/y/24-1517154027-0995.csv,24
./points/d/3-1517154535-0862.csv,3
./points/g/6-1517154765-0570.csv,6
./points/g/6-1517154860-0208.csv,6
./points/b/1-1517154751-0662.csv,1
./points/l/11-1517154688-0058.csv,11
./points/l/11-1517154873-1052.csv,11
./points/i/8-1517154437-0726.csv,8
./points/d/3-1517154969-0616.csv,3
./points/d/3-1517154317-0392.csv,3
./points/r/17-1517154705-0096.csv,17
./points/d/3-1517154087-0794.csv,3
./points/z/25-1517154193-0174.csv,25
./points/e/4-1517154537-0521.csv,4
./points/o/14-1517154696-0929.csv,14
./points/a/0-1517154308-0818.csv,0
./points/n/13-1517154881-0819.csv,13
./points/c/2-1517154754-1049.csv,2
./points/l/11-1517154998-0291.csv,11
./points/c/2-1517154417-0676.csv,2
./points/q/16-1517154352-0241.csv,16
./points/v/21-1517154716-0123.csv,21
./points/n/13-1517154579-0470.csv,13
./points/g/6-1517154983-0643.csv,6
./points/s/18-1517155019-0043.csv,18
./points/a/0-1517154217-0136.csv,0
./points/z/25-1517154635-0373.csv,25
./points/c/2-1517154313-0667.csv,2
./points/z/25-1517154193-0693.csv,25
./points/g/6-1517154983-0241.csv,6
./points/c/2-1517154313-0825.csv,2
./points/c/2-1517154526-0251.csv,2
./points/z/25-1517155069-0146.csv,25
./points/n/13-1517155004-0223.csv,13
./points/l/11-1517153971-0962.csv,11
./points/z/25-1517154728-0172.csv,25
./points/b/1-1517153930-0915.csv,1
./points/w/22-1517154015-0130.csv,22
./points/o/14-1517154885-0541.csv,14
./points/u/20-1517154363-0514.csv,20
./points/h/7-1517154770-0382.csv,7
./points/j/9-1517154774-0521.csv,9
./points/y/24-1517154290-0873.csv,24
./points/s/18-1517154896-1009.csv,18
./points/k/10-1517154335-0513.csv,10
./points/l/11-1517154780-1054.csv,11
./points/e/4-1517154091-0932.csv,4
./points/n/13-1517154786-0956.csv,13
./points/j/9-1517154332-0978.csv,9
./points/p/15-1517154589-0984.csv,15
./points/f/5-1517154856-0021.csv,5
./points/d/3-1517154757-0592.csv,3
./points/j/9-1517154439-0358.csv,9
./points/s/18-1517154603-0790.csv,18
./points/e/4-1517154669-0630.csv,4
./points/t/19-1517155021-0377.csv,19
./points/k/10-1517154125-0793.csv,10
./points/i/8-1517154990-0250.csv,8
./points/n/13-1517154786-0373.csv,13
./points/a/0-1517153926-0471.csv,0
./points/n/13-1517154881-0535.csv,13
./points/g/6-1517154102-0364.csv,6
./points/r/17-1517154158-0591.csv,17
./points/z/25-1517154635-0099.csv,25
./points/x/23-1517154814-0893.csv,23
./points/u/20-1517154363-0286.csv,20
./points/h/7-1517154435-0192.csv,7
./points/k/10-1517154568-1017.csv,10
./points/y/24-1517154027-0591.csv,24
./points/s/18-1517154357-0779.csv,18
./points/v/21-1517154716-0200.csv,21
./points/z/25-1517154821-0767.csv,25
./points/e/4-1517154669-0383.csv,4
./points/x/23-1517155062-0461.csv,23
./points/r/17-1517153996-1025.csv,17
./points/h/7-1517154863-0336.csv,7
./points/y/24-1517154379-0065.csv,24
./points/b/1-1517154751-1008.csv,1
./points/t/19-1517154803-1034.csv,19
./points/v/21-1517154616-0976.csv,21
./points/d/3-1517154420-0212.csv,3
./points/n/13-1517154579-0886.csv,13
./points/k/10-1517154246-0512.csv,10
./points/p/15-1517154261-0770.csv,15
./points/p/15-1517154791-0071.csv,15
./points/a/0-1517154649-0553.csv,0
